is_admin,id,score,created_at,surveyed_at,sessions,messages
1,31560,9,2017-06-18T22:58:14Z,2017-07-18T22:58:14Z,36,129
1,33502,5,2017-06-18T23:17:38Z,2017-07-18T23:17:38Z,33,96
0,36402,1,2017-06-18T23:22:27Z,2017-07-18T23:22:27Z,4,7
0,35519,10,2017-06-18T23:24:07Z,2017-07-18T23:24:07Z,121,547
0,34899,10,2017-06-18T23:51:00Z,2017-07-18T23:51:00Z,53,104
1,32053,10,2017-06-19T00:12:42Z,2017-07-19T00:12:42Z,62,268
0,37425,5,2017-06-19T02:24:23Z,2017-07-19T02:24:23Z,144,618
0,34352,9,2017-06-19T02:52:01Z,2017-07-19T02:52:01Z,46,75
1,34104,2,2017-06-19T06:06:23Z,2017-07-19T06:06:23Z,21,76
0,38122,4,2017-06-19T07:25:23Z,2017-07-19T07:25:23Z,39,146
1,33426,2,2017-06-19T07:41:26Z,2017-07-19T07:41:26Z,17,40
0,35675,10,2017-06-19T07:55:14Z,2017-07-19T07:55:14Z,41,99
0,35435,9,2017-06-19T09:39:01Z,2017-07-19T09:39:01Z,4,13
0,36069,9,2017-06-19T10:54:42Z,2017-07-19T10:54:42Z,17,57
1,33194,9,2017-06-19T11:23:17Z,2017-07-19T11:23:17Z,4,8
0,36608,6,2017-06-19T14:59:12Z,2017-07-19T14:59:12Z,3,6
1,31498,10,2017-06-19T15:17:28Z,2017-07-19T15:17:28Z,12,47
0,36744,6,2017-06-19T15:25:35Z,2017-07-19T15:25:35Z,17,79
0,35629,10,2017-06-19T17:40:03Z,2017-07-19T17:40:03Z,95,372
1,34217,7,2017-06-19T17:47:56Z,2017-07-19T17:47:56Z,12,40
0,37986,3,2017-06-19T19:54:18Z,2017-07-19T19:54:18Z,35,32
0,36751,6,2017-06-19T20:02:45Z,2017-07-19T20:02:45Z,44,164
0,36532,1,2017-06-19T20:37:50Z,2017-07-19T20:37:50Z,25,145
0,38438,8,2017-06-19T21:03:20Z,2017-07-19T21:03:20Z,5,18
0,35476,10,2017-06-19T21:16:31Z,2017-07-19T21:16:31Z,44,60
0,37877,3,2017-06-20T00:15:41Z,2017-07-20T00:15:41Z,101,267
1,31544,9,2017-06-20T05:40:27Z,2017-07-20T05:40:27Z,75,181
0,35275,10,2017-06-20T06:05:50Z,2017-07-20T06:05:50Z,23,93
1,33961,6,2017-06-20T08:48:54Z,2017-07-20T08:48:54Z,60,238
1,31000,10,2017-06-20T09:08:21Z,2017-07-20T09:08:21Z,4,12
0,35635,10,2017-06-20T10:37:21Z,2017-07-20T10:37:21Z,4,8
0,36705,6,2017-06-20T11:30:20Z,2017-07-20T11:30:20Z,4,18
0,35085,10,2017-06-20T11:52:17Z,2017-07-20T11:52:17Z,18,12
1,32768,9,2017-06-20T14:18:45Z,2017-07-20T14:18:45Z,13,63
1,31760,9,2017-06-20T15:03:53Z,2017-07-20T15:03:53Z,8,29
0,37069,5,2017-06-20T15:28:36Z,2017-07-20T15:28:36Z,13,47
0,38316,8,2017-06-20T16:08:17Z,2017-07-20T16:08:17Z,3,5
1,32930,9,2017-06-20T17:34:22Z,2017-07-20T17:34:22Z,9,25
1,33923,0,2017-06-20T19:12:16Z,2017-07-20T19:12:16Z,16,58
0,37248,1,2017-06-20T23:50:13Z,2017-07-20T23:50:13Z,4,16
0,34495,10,2017-06-21T00:44:57Z,2017-07-21T00:44:57Z,82,188
1,33301,5,2017-06-21T03:15:06Z,2017-07-21T03:15:06Z,42,185
1,33393,2,2017-06-21T03:15:26Z,2017-07-21T03:15:26Z,3,14
0,38413,8,2017-06-21T03:20:25Z,2017-07-21T03:20:25Z,40,141
1,31642,9,2017-06-21T03:22:44Z,2017-07-21T03:22:44Z,17,60
0,37567,5,2017-06-21T03:36:30Z,2017-07-21T03:36:30Z,91,343
1,31526,9,2017-06-21T03:40:31Z,2017-07-21T03:40:31Z,24,73
0,37331,2,2017-06-21T03:58:49Z,2017-07-21T03:58:49Z,145,570
1,33441,0,2017-06-21T04:11:31Z,2017-07-21T04:11:31Z,11,18
0,38410,7,2017-06-21T04:45:42Z,2017-07-21T04:45:42Z,41,154
1,32810,10,2017-06-21T04:49:14Z,2017-07-21T04:49:14Z,12,71
1,33544,6,2017-06-21T05:25:10Z,2017-07-21T05:25:10Z,84,184
0,36822,3,2017-06-21T05:37:11Z,2017-07-21T05:37:11Z,5,19
0,34919,10,2017-06-21T05:57:02Z,2017-07-21T05:57:02Z,4,8
1,32565,10,2017-06-21T07:44:38Z,2017-07-21T07:44:38Z,5,15
1,32981,9,2017-06-21T08:28:16Z,2017-07-21T08:28:16Z,11,34
0,35084,9,2017-06-21T11:09:15Z,2017-07-21T11:09:15Z,5,17
0,34548,9,2017-06-21T11:11:32Z,2017-07-21T11:11:32Z,124,249
1,33466,6,2017-06-21T13:29:39Z,2017-07-21T13:29:39Z,9,3
0,35624,10,2017-06-21T13:38:20Z,2017-07-21T13:38:20Z,124,455
0,37486,0,2017-06-21T13:51:56Z,2017-07-21T13:51:56Z,29,119
0,38204,1,2017-06-21T15:53:52Z,2017-07-21T15:53:52Z,4,9
1,31904,10,2017-06-21T15:57:38Z,2017-07-21T15:57:38Z,68,220
1,32093,9,2017-06-21T18:11:59Z,2017-07-21T18:11:59Z,87,259
1,32219,10,2017-06-21T18:26:34Z,2017-07-21T18:26:34Z,27,79
1,31959,10,2017-06-21T18:32:02Z,2017-07-21T18:32:02Z,31,138
1,32028,10,2017-06-21T18:35:14Z,2017-07-21T18:35:14Z,7,23
1,33496,2,2017-06-21T18:51:02Z,2017-07-21T18:51:02Z,103,328
1,31020,9,2017-06-21T19:19:43Z,2017-07-21T19:19:43Z,86,377
1,31094,10,2017-06-21T19:38:32Z,2017-07-21T19:38:32Z,4,9
0,34639,10,2017-06-21T21:07:50Z,2017-07-21T21:07:50Z,3,9
1,32910,10,2017-06-21T22:22:49Z,2017-07-21T22:22:49Z,5,18
0,38495,7,2017-06-22T00:59:29Z,2017-07-22T00:59:29Z,16,62
0,38023,6,2017-06-22T01:00:52Z,2017-07-22T01:00:52Z,94,301
0,38381,8,2017-06-22T01:01:30Z,2017-07-22T01:01:30Z,13,54
0,37300,0,2017-06-22T01:26:03Z,2017-07-22T01:26:03Z,3,12
0,36540,6,2017-06-22T02:36:35Z,2017-07-22T02:36:35Z,41,171
1,33248,6,2017-06-22T04:41:43Z,2017-07-22T04:41:43Z,29,102
1,32520,10,2017-06-22T06:33:46Z,2017-07-22T06:33:46Z,4,14
1,33120,9,2017-06-22T12:26:44Z,2017-07-22T12:26:44Z,7,26
0,37801,3,2017-06-22T12:40:05Z,2017-07-22T12:40:05Z,89,203
0,37691,5,2017-06-22T13:11:19Z,2017-07-22T13:11:19Z,7,10
0,36792,6,2017-06-22T13:17:27Z,2017-07-22T13:17:27Z,11,43
0,34738,10,2017-06-22T14:21:12Z,2017-07-22T14:21:12Z,53,167
1,33716,5,2017-06-22T14:32:40Z,2017-07-22T14:32:40Z,4,14
0,35100,9,2017-06-22T15:29:51Z,2017-07-22T15:29:51Z,16,27
1,32328,9,2017-06-22T16:15:06Z,2017-07-22T16:15:06Z,115,207
0,37179,2,2017-06-22T16:17:26Z,2017-07-22T16:17:26Z,8,26
0,37707,3,2017-06-22T16:21:57Z,2017-07-22T16:21:57Z,9,20
0,37734,1,2017-06-22T16:44:22Z,2017-07-22T16:44:22Z,14,51
0,36001,10,2017-06-22T18:17:55Z,2017-07-22T18:17:55Z,8,14
0,36678,3,2017-06-22T18:33:24Z,2017-07-22T18:33:24Z,137,292
1,33553,5,2017-06-22T19:06:29Z,2017-07-22T19:06:29Z,16,42
1,32397,10,2017-06-22T19:23:22Z,2017-07-22T19:23:22Z,101,283
1,32039,9,2017-06-22T19:57:35Z,2017-07-22T19:57:35Z,60,243
0,34480,10,2017-06-22T20:15:08Z,2017-07-22T20:15:08Z,10,42
0,36224,5,2017-06-22T21:06:06Z,2017-07-22T21:06:06Z,10,33
1,33778,3,2017-06-22T21:27:46Z,2017-07-22T21:27:46Z,10,31
0,36726,5,2017-06-23T01:04:11Z,2017-07-23T01:04:11Z,39,35
0,37774,0,2017-06-23T01:40:53Z,2017-07-23T01:40:53Z,80,369
0,37908,2,2017-06-23T04:12:31Z,2017-07-23T04:12:31Z,4,13
0,35885,10,2017-06-23T07:32:18Z,2017-07-23T07:32:18Z,4,17
0,37195,5,2017-06-23T08:13:59Z,2017-07-23T08:13:59Z,4,6
0,35049,9,2017-06-23T08:53:27Z,2017-07-23T08:53:27Z,26,97
0,36381,6,2017-06-23T09:07:19Z,2017-07-23T09:07:19Z,97,414
1,33283,3,2017-06-23T10:59:41Z,2017-07-23T10:59:41Z,38,102
0,35508,10,2017-06-23T11:52:36Z,2017-07-23T11:52:36Z,129,278
1,31911,10,2017-06-23T13:28:24Z,2017-07-23T13:28:24Z,44,79
1,31057,9,2017-06-23T13:33:14Z,2017-07-23T13:33:14Z,9,31
0,37912,6,2017-06-23T14:22:06Z,2017-07-23T14:22:06Z,5,19
1,34288,7,2017-06-23T14:41:53Z,2017-07-23T14:41:53Z,6,13
1,32421,9,2017-06-23T16:33:54Z,2017-07-23T16:33:54Z,13,13
0,37312,0,2017-06-23T16:37:07Z,2017-07-23T16:37:07Z,5,24
0,36295,1,2017-06-23T16:55:34Z,2017-07-23T16:55:34Z,113,410
1,33838,5,2017-06-23T16:57:41Z,2017-07-23T16:57:41Z,78,277
0,34854,9,2017-06-23T18:10:18Z,2017-07-23T18:10:18Z,111,247
1,32795,9,2017-06-23T18:43:24Z,2017-07-23T18:43:24Z,29,99
1,32354,9,2017-06-23T19:23:43Z,2017-07-23T19:23:43Z,26,83
0,37588,5,2017-06-23T19:53:27Z,2017-07-23T19:53:27Z,4,16
0,37231,1,2017-06-23T21:02:20Z,2017-07-23T21:02:20Z,7,23
1,33013,10,2017-06-23T21:06:14Z,2017-07-23T21:06:14Z,17,57
0,36314,2,2017-06-23T23:56:24Z,2017-07-23T23:56:24Z,17,83
1,33275,0,2017-06-24T01:26:40Z,2017-07-24T01:26:40Z,102,361
1,33034,10,2017-06-24T02:24:51Z,2017-07-24T02:24:51Z,29,67
0,37433,0,2017-06-24T02:45:14Z,2017-07-24T02:45:14Z,134,314
1,32986,10,2017-06-24T02:47:41Z,2017-07-24T02:47:41Z,19,63
0,37097,5,2017-06-24T02:54:11Z,2017-07-24T02:54:11Z,14,28
0,36326,4,2017-06-24T04:49:41Z,2017-07-24T04:49:41Z,3,10
1,31706,9,2017-06-24T07:53:29Z,2017-07-24T07:53:29Z,44,156
1,33795,2,2017-06-24T08:05:59Z,2017-07-24T08:05:59Z,11,40
1,31992,9,2017-06-24T08:28:08Z,2017-07-24T08:28:08Z,5,19
1,32624,9,2017-06-24T09:19:52Z,2017-07-24T09:19:52Z,49,114
0,36232,1,2017-06-24T09:44:22Z,2017-07-24T09:44:22Z,33,80
0,35252,10,2017-06-24T11:29:33Z,2017-07-24T11:29:33Z,139,244
0,35721,9,2017-06-24T12:14:24Z,2017-07-24T12:14:24Z,3,11
0,35392,9,2017-06-24T13:09:59Z,2017-07-24T13:09:59Z,36,121
1,32606,9,2017-06-24T13:21:32Z,2017-07-24T13:21:32Z,15,43
1,33385,6,2017-06-24T13:49:44Z,2017-07-24T13:49:44Z,10,45
0,35571,10,2017-06-24T14:13:52Z,2017-07-24T14:13:52Z,34,67
1,31893,9,2017-06-24T15:30:33Z,2017-07-24T15:30:33Z,7,18
1,33059,9,2017-06-24T16:54:14Z,2017-07-24T16:54:14Z,85,161
0,35880,10,2017-06-24T18:21:58Z,2017-07-24T18:21:58Z,17,29
0,36835,1,2017-06-24T19:56:55Z,2017-07-24T19:56:55Z,146,330
0,38243,8,2017-06-24T20:26:34Z,2017-07-24T20:26:34Z,6,22
0,38049,1,2017-06-24T22:05:15Z,2017-07-24T22:05:15Z,81,357
0,36370,6,2017-06-24T22:13:13Z,2017-07-24T22:13:13Z,27,108
1,30967,9,2017-06-24T22:32:01Z,2017-07-24T22:32:01Z,32,97
1,31197,10,2017-06-24T23:17:46Z,2017-07-24T23:17:46Z,14,38
1,32196,10,2017-06-24T23:31:24Z,2017-07-24T23:31:24Z,4,12
0,38322,7,2017-06-25T00:00:06Z,2017-07-25T00:00:06Z,3,18
0,35506,10,2017-06-25T04:33:34Z,2017-07-25T04:33:34Z,92,362
0,37543,5,2017-06-25T04:34:55Z,2017-07-25T04:34:55Z,3,7
1,33423,1,2017-06-25T04:47:33Z,2017-07-25T04:47:33Z,100,270
1,33877,4,2017-06-25T05:05:09Z,2017-07-25T05:05:09Z,16,52
0,35031,10,2017-06-25T06:49:17Z,2017-07-25T06:49:17Z,3,4
1,32740,10,2017-06-25T06:50:27Z,2017-07-25T06:50:27Z,3,7
0,37491,6,2017-06-25T07:06:38Z,2017-07-25T07:06:38Z,11,29
0,34815,10,2017-06-25T07:34:22Z,2017-07-25T07:34:22Z,125,411
1,31729,10,2017-06-25T08:10:26Z,2017-07-25T08:10:26Z,77,239
1,32640,9,2017-06-25T09:18:59Z,2017-07-25T09:18:59Z,85,204
0,38108,5,2017-06-25T10:43:22Z,2017-07-25T10:43:22Z,27,93
0,34580,10,2017-06-25T11:58:50Z,2017-07-25T11:58:50Z,13,39
0,35900,10,2017-06-25T13:52:20Z,2017-07-25T13:52:20Z,7,18
0,37036,4,2017-06-25T14:06:06Z,2017-07-25T14:06:06Z,31,57
1,34088,3,2017-06-25T15:00:49Z,2017-07-25T15:00:49Z,7,8
0,36794,5,2017-06-25T19:07:08Z,2017-07-25T19:07:08Z,4,12
1,33607,5,2017-06-25T20:10:06Z,2017-07-25T20:10:06Z,62,214
1,33078,9,2017-06-25T20:10:53Z,2017-07-25T20:10:53Z,56,111
0,36743,5,2017-06-25T21:25:43Z,2017-07-25T21:25:43Z,7,28
1,33540,3,2017-06-25T22:42:46Z,2017-07-25T22:42:46Z,8,37
0,37119,0,2017-06-26T00:22:02Z,2017-07-26T00:22:02Z,115,429
1,32148,10,2017-06-26T00:26:37Z,2017-07-26T00:26:37Z,63,139
0,36620,2,2017-06-26T03:04:50Z,2017-07-26T03:04:50Z,22,52
1,32756,10,2017-06-26T03:34:30Z,2017-07-26T03:34:30Z,7,19
1,31515,10,2017-06-26T04:33:39Z,2017-07-26T04:33:39Z,110,286
1,32471,10,2017-06-26T05:20:04Z,2017-07-26T05:20:04Z,4,5
1,31657,10,2017-06-26T06:11:32Z,2017-07-26T06:11:32Z,11,20
0,37145,4,2017-06-26T06:18:52Z,2017-07-26T06:18:52Z,43,115
0,36559,1,2017-06-26T06:20:41Z,2017-07-26T06:20:41Z,129,322
1,32187,9,2017-06-26T07:27:39Z,2017-07-26T07:27:39Z,5,20
0,35684,10,2017-06-26T10:32:58Z,2017-07-26T10:32:58Z,19,45
1,33348,0,2017-06-26T11:09:24Z,2017-07-26T11:09:24Z,57,146
0,35369,10,2017-06-26T11:56:48Z,2017-07-26T11:56:48Z,7,9
1,34016,4,2017-06-26T12:04:30Z,2017-07-26T12:04:30Z,14,26
1,31278,9,2017-06-26T12:30:47Z,2017-07-26T12:30:47Z,12,31
0,37381,0,2017-06-26T12:33:04Z,2017-07-26T12:33:04Z,23,57
1,34289,7,2017-06-26T13:33:41Z,2017-07-26T13:33:41Z,14,32
0,37644,2,2017-06-26T13:55:17Z,2017-07-26T13:55:17Z,5,14
0,36808,6,2017-06-26T13:58:55Z,2017-07-26T13:58:55Z,3,5
1,34286,8,2017-06-26T14:00:52Z,2017-07-26T14:00:52Z,35,51
1,33177,9,2017-06-26T19:14:36Z,2017-07-26T19:14:36Z,10,19
1,31028,9,2017-06-26T19:14:48Z,2017-07-26T19:14:48Z,23,43
1,31770,10,2017-06-26T19:55:19Z,2017-07-26T19:55:19Z,40,130
1,33761,5,2017-06-26T22:51:54Z,2017-07-26T22:51:54Z,12,54
0,36110,9,2017-06-26T23:20:13Z,2017-07-26T23:20:13Z,11,41
1,34173,7,2017-06-27T00:18:02Z,2017-07-27T00:18:02Z,50,145
0,34841,9,2017-06-27T00:26:48Z,2017-07-27T00:26:48Z,35,45
1,32668,9,2017-06-27T01:08:58Z,2017-07-27T01:08:58Z,43,43
0,38219,5,2017-06-27T01:36:45Z,2017-07-27T01:36:45Z,10,34
0,37687,4,2017-06-27T02:23:12Z,2017-07-27T02:23:12Z,25,48
1,31727,9,2017-06-27T02:58:57Z,2017-07-27T02:58:57Z,4,13
0,37287,2,2017-06-27T03:22:03Z,2017-07-27T03:22:03Z,34,47
0,35153,9,2017-06-27T06:16:02Z,2017-07-27T06:16:02Z,134,266
0,34337,10,2017-06-27T06:50:54Z,2017-07-27T06:50:54Z,3,9
1,33415,6,2017-06-27T07:23:13Z,2017-07-27T07:23:13Z,38,89
1,32056,10,2017-06-27T08:01:24Z,2017-07-27T08:01:24Z,140,207
1,31592,9,2017-06-27T08:53:09Z,2017-07-27T08:53:09Z,57,119
1,31248,9,2017-06-27T10:26:31Z,2017-07-27T10:26:31Z,12,58
0,35264,10,2017-06-27T11:59:59Z,2017-07-27T11:59:59Z,107,223
1,31831,10,2017-06-27T15:48:35Z,2017-07-27T15:48:35Z,121,471
0,36475,5,2017-06-27T16:32:28Z,2017-07-27T16:32:28Z,68,222
1,33389,3,2017-06-27T16:38:14Z,2017-07-27T16:38:14Z,28,37
1,31229,9,2017-06-27T17:24:56Z,2017-07-27T17:24:56Z,3,3
1,33969,5,2017-06-27T17:38:30Z,2017-07-27T17:38:30Z,25,71
1,33669,1,2017-06-27T19:05:54Z,2017-07-27T19:05:54Z,52,212
0,37987,5,2017-06-27T20:35:09Z,2017-07-27T20:35:09Z,10,31
0,35981,10,2017-06-27T22:03:04Z,2017-07-27T22:03:04Z,9,24
0,35238,10,2017-06-28T01:33:08Z,2017-07-28T01:33:08Z,13,52
1,32550,9,2017-06-28T01:42:51Z,2017-07-28T01:42:51Z,123,286
0,35737,9,2017-06-28T03:57:38Z,2017-07-28T03:57:38Z,5,9
1,33979,0,2017-06-28T04:36:08Z,2017-07-28T04:36:08Z,27,52
0,35806,9,2017-06-28T04:48:10Z,2017-07-28T04:48:10Z,11,16
0,36880,1,2017-06-28T05:35:18Z,2017-07-28T05:35:18Z,13,33
0,37999,0,2017-06-28T05:44:25Z,2017-07-28T05:44:25Z,9,31
0,37339,4,2017-06-28T07:19:38Z,2017-07-28T07:19:38Z,4,6
1,33376,4,2017-06-28T07:21:26Z,2017-07-28T07:21:26Z,13,46
0,38262,8,2017-06-28T08:02:56Z,2017-07-28T08:02:56Z,130,221
0,36757,6,2017-06-28T08:25:25Z,2017-07-28T08:25:25Z,3,6
0,38239,8,2017-06-28T08:38:31Z,2017-07-28T08:38:31Z,7,21
0,38416,8,2017-06-28T10:13:06Z,2017-07-28T10:13:06Z,5,17
1,32667,10,2017-06-28T13:13:44Z,2017-07-28T13:13:44Z,20,45
0,37415,5,2017-06-28T15:05:09Z,2017-07-28T15:05:09Z,15,47
0,35271,9,2017-06-28T15:51:17Z,2017-07-28T15:51:17Z,20,21
0,38078,3,2017-06-28T16:38:30Z,2017-07-28T16:38:30Z,3,10
0,38421,7,2017-06-28T16:42:20Z,2017-07-28T16:42:20Z,4,11
1,32769,10,2017-06-28T17:09:10Z,2017-07-28T17:09:10Z,39,148
0,36027,10,2017-06-28T17:32:53Z,2017-07-28T17:32:53Z,5,20
1,33221,9,2017-06-28T17:52:41Z,2017-07-28T17:52:41Z,40,129
0,35233,10,2017-06-28T18:43:02Z,2017-07-28T18:43:02Z,75,214
1,31578,9,2017-06-28T21:03:13Z,2017-07-28T21:03:13Z,26,90
0,34699,10,2017-06-29T00:17:51Z,2017-07-29T00:17:51Z,25,66
1,32772,9,2017-06-29T04:10:00Z,2017-07-29T04:10:00Z,37,79
0,36964,3,2017-06-29T05:04:39Z,2017-07-29T05:04:39Z,134,434
1,31624,10,2017-06-29T06:02:17Z,2017-07-29T06:02:17Z,47,191
1,33017,9,2017-06-29T08:14:54Z,2017-07-29T08:14:54Z,24,59
1,34000,3,2017-06-29T09:57:02Z,2017-07-29T09:57:02Z,100,342
1,32431,9,2017-06-29T11:38:57Z,2017-07-29T11:38:57Z,17,59
0,35852,10,2017-06-29T11:49:22Z,2017-07-29T11:49:22Z,6,19
1,31049,10,2017-06-29T11:49:43Z,2017-07-29T11:49:43Z,7,17
1,31175,9,2017-06-29T14:09:14Z,2017-07-29T14:09:14Z,81,305
1,32655,10,2017-06-29T16:49:11Z,2017-07-29T16:49:11Z,60,31
0,34611,9,2017-06-29T17:52:48Z,2017-07-29T17:52:48Z,25,92
0,35223,10,2017-06-29T19:31:24Z,2017-07-29T19:31:24Z,36,121
1,31010,9,2017-06-29T20:07:44Z,2017-07-29T20:07:44Z,23,61
1,31373,9,2017-06-29T20:58:15Z,2017-07-29T20:58:15Z,136,378
1,31981,9,2017-06-29T21:04:25Z,2017-07-29T21:04:25Z,12,50
0,36914,4,2017-06-29T21:24:22Z,2017-07-29T21:24:22Z,37,119
1,32899,10,2017-06-29T21:59:56Z,2017-07-29T21:59:56Z,15,21
0,37377,1,2017-06-29T22:39:20Z,2017-07-29T22:39:20Z,11,42
0,37177,6,2017-06-29T23:12:34Z,2017-07-29T23:12:34Z,5,18
1,33518,0,2017-06-29T23:24:06Z,2017-07-29T23:24:06Z,67,185
1,32254,9,2017-06-30T00:28:38Z,2017-07-30T00:28:38Z,14,21
0,38150,2,2017-06-30T00:38:10Z,2017-07-30T00:38:10Z,118,449
0,36601,2,2017-06-30T00:44:38Z,2017-07-30T00:44:38Z,24,87
0,34675,9,2017-06-30T02:18:47Z,2017-07-30T02:18:47Z,3,7
1,32762,9,2017-06-30T02:44:01Z,2017-07-30T02:44:01Z,5,13
0,38353,8,2017-06-30T02:51:33Z,2017-07-30T02:51:33Z,95,124
0,37742,3,2017-06-30T03:26:25Z,2017-07-30T03:26:25Z,40,86
1,33210,9,2017-06-30T03:59:43Z,2017-07-30T03:59:43Z,30,56
1,32609,10,2017-06-30T04:48:47Z,2017-07-30T04:48:47Z,7,24
1,31145,9,2017-06-30T06:32:42Z,2017-07-30T06:32:42Z,94,368
1,33943,4,2017-06-30T06:40:30Z,2017-07-30T06:40:30Z,3,9
0,38300,8,2017-06-30T08:04:15Z,2017-07-30T08:04:15Z,4,11
1,31290,10,2017-06-30T08:55:40Z,2017-07-30T08:55:40Z,54,179
0,36930,3,2017-06-30T10:16:47Z,2017-07-30T10:16:47Z,121,393
0,35376,9,2017-06-30T10:32:52Z,2017-07-30T10:32:52Z,5,25
1,33845,6,2017-06-30T10:35:57Z,2017-07-30T10:35:57Z,34,73
1,32538,10,2017-06-30T11:01:59Z,2017-07-30T11:01:59Z,6,17
1,31687,10,2017-06-30T14:11:56Z,2017-07-30T14:11:56Z,5,27
0,37403,4,2017-06-30T14:50:12Z,2017-07-30T14:50:12Z,18,46
0,35496,9,2017-06-30T14:51:15Z,2017-07-30T14:51:15Z,3,9
0,37217,3,2017-06-30T15:07:12Z,2017-07-30T15:07:12Z,5,17
1,31210,9,2017-06-30T17:43:49Z,2017-07-30T17:43:49Z,5,16
0,35567,10,2017-06-30T18:48:20Z,2017-07-30T18:48:20Z,7,32
0,34691,10,2017-06-30T19:47:48Z,2017-07-30T19:47:48Z,57,209
0,36130,10,2017-06-30T20:11:00Z,2017-07-30T20:11:00Z,3,8
0,45515,7,2017-07-01T00:09:03Z,2017-08-01T00:09:03Z,9,27
0,45302,7,2017-07-01T00:14:26Z,2017-08-01T00:14:26Z,5,22
1,40238,9,2017-07-01T03:13:32Z,2017-08-01T03:13:32Z,18,64
0,43626,4,2017-07-01T03:22:44Z,2017-08-01T03:22:44Z,20,44
0,46841,8,2017-07-01T07:16:31Z,2017-08-01T07:16:31Z,8,30
1,39377,10,2017-07-01T09:34:41Z,2017-08-01T09:34:41Z,6,15
1,40110,9,2017-07-01T10:24:34Z,2017-08-01T10:24:34Z,25,136
0,44259,6,2017-07-01T13:30:11Z,2017-08-01T13:30:11Z,7,28
1,42108,7,2017-07-01T13:58:34Z,2017-08-01T13:58:34Z,8,17
0,44583,2,2017-07-01T14:54:55Z,2017-08-01T14:54:55Z,91,328
0,43097,9,2017-07-01T15:29:51Z,2017-08-01T15:29:51Z,7,31
1,40718,10,2017-07-01T16:07:49Z,2017-08-01T16:07:49Z,13,23
1,39688,10,2017-07-01T17:12:52Z,2017-08-01T17:12:52Z,114,512
0,42568,10,2017-07-01T17:28:32Z,2017-08-01T17:28:32Z,30,104
0,44594,5,2017-07-01T18:34:12Z,2017-08-01T18:34:12Z,98,495
1,40033,10,2017-07-01T20:54:41Z,2017-08-01T20:54:41Z,86,94
0,44778,5,2017-07-01T21:48:24Z,2017-08-01T21:48:24Z,7,29
1,38955,10,2017-07-01T23:59:05Z,2017-08-01T23:59:05Z,31,57
0,43850,6,2017-07-02T00:18:50Z,2017-08-02T00:18:50Z,7,26
0,46213,7,2017-07-02T00:32:01Z,2017-08-02T00:32:01Z,6,9
0,44293,6,2017-07-02T02:51:56Z,2017-08-02T02:51:56Z,80,171
0,46869,7,2017-07-02T03:50:50Z,2017-08-02T03:50:50Z,8,40
0,45179,1,2017-07-02T03:53:17Z,2017-08-02T03:53:17Z,111,398
1,38866,10,2017-07-02T04:02:49Z,2017-08-02T04:02:49Z,3,10
1,41091,4,2017-07-02T06:15:08Z,2017-08-02T06:15:08Z,9,33
0,42474,9,2017-07-02T07:48:36Z,2017-08-02T07:48:36Z,104,219
1,40436,9,2017-07-02T08:34:03Z,2017-08-02T08:34:03Z,11,33
1,40288,9,2017-07-02T12:24:14Z,2017-08-02T12:24:14Z,84,142
1,41198,2,2017-07-02T12:36:31Z,2017-08-02T12:36:31Z,122,376
0,42510,9,2017-07-02T12:45:56Z,2017-08-02T12:45:56Z,59,208
1,42017,7,2017-07-02T12:54:20Z,2017-08-02T12:54:20Z,4,14
0,44998,0,2017-07-02T13:29:32Z,2017-08-02T13:29:32Z,16,31
0,44853,0,2017-07-02T13:44:12Z,2017-08-02T13:44:12Z,113,177
0,46692,7,2017-07-02T13:48:09Z,2017-08-02T13:48:09Z,42,108
0,44360,0,2017-07-02T14:41:28Z,2017-08-02T14:41:28Z,88,228
1,38904,9,2017-07-02T15:04:32Z,2017-08-02T15:04:32Z,30,134
0,45535,8,2017-07-02T15:50:25Z,2017-08-02T15:50:25Z,76,337
0,42347,10,2017-07-02T16:26:52Z,2017-08-02T16:26:52Z,10,15
1,41699,0,2017-07-02T17:40:01Z,2017-08-02T17:40:01Z,17,41
0,42365,9,2017-07-02T20:31:21Z,2017-08-02T20:31:21Z,8,31
1,41193,5,2017-07-02T20:46:28Z,2017-08-02T20:46:28Z,30,94
1,40493,10,2017-07-02T21:45:39Z,2017-08-02T21:45:39Z,75,227
0,44448,5,2017-07-02T21:51:07Z,2017-08-02T21:51:07Z,143,632
0,46431,8,2017-07-02T21:54:11Z,2017-08-02T21:54:11Z,3,11
1,41152,4,2017-07-02T22:35:55Z,2017-08-02T22:35:55Z,11,64
0,44803,4,2017-07-02T23:58:05Z,2017-08-02T23:58:05Z,29,93
1,40455,10,2017-07-03T01:03:10Z,2017-08-03T01:03:10Z,8,23
0,42707,9,2017-07-03T01:32:08Z,2017-08-03T01:32:08Z,8,14
1,40097,10,2017-07-03T01:35:25Z,2017-08-03T01:35:25Z,80,320
0,45208,4,2017-07-03T02:24:31Z,2017-08-03T02:24:31Z,66,114
1,39803,9,2017-07-03T03:48:15Z,2017-08-03T03:48:15Z,7,13
0,44165,3,2017-07-03T03:48:58Z,2017-08-03T03:48:58Z,5,16
0,45332,7,2017-07-03T05:10:35Z,2017-08-03T05:10:35Z,25,43
1,39904,10,2017-07-03T05:28:47Z,2017-08-03T05:28:47Z,7,19
